@relation trainingset

@attribute age numeric
@attribute job {JobCat6,JobCat9,JobCat11,JobCat10,JobCat4,JobCat1,JobCat2,JobCat7,JobCat3,JobCat8,JobCat5,unknown}
@attribute marital {married,single,divorced}
@attribute education {tertiary,secondary,unknown,primary,low}
@attribute gender {m,f}
@attribute incumbent {yes,no}
@attribute profile {low,med,high}
@attribute party {SF,FG,NP,FF,PBP,Renu,SDP,LAB}
@attribute outcome {eliminated,elected}

@data
25,JobCat5,single,unknown,m,no,med,FG,eliminated
40,JobCat9,single,tertiary,m,yes,low,FG,elected
31,JobCat6,single,tertiary,m,no,med,FG,eliminated
32,JobCat9,single,tertiary,m,yes,low,FG,elected
36,JobCat9,divorced,secondary,m,yes,low,FG,elected
47,JobCat9,married,secondary,m,no,low,FG,elected
49,JobCat6,married,tertiary,m,no,low,FG,elected
31,JobCat9,single,tertiary,m,yes,low,FG,elected
29,JobCat6,single,tertiary,m,no,med,FG,eliminated
44,JobCat3,single,secondary,m,yes,med,FG,eliminated
57,JobCat11,single,secondary,m,no,med,FG,eliminated
48,JobCat6,divorced,tertiary,m,yes,med,FG,eliminated
29,JobCat6,single,tertiary,m,no,med,FG,eliminated
27,JobCat6,married,tertiary,m,no,med,FG,eliminated
31,JobCat3,married,secondary,m,yes,med,FG,eliminated
41,JobCat3,married,secondary,m,yes,med,FG,eliminated
34,JobCat8,married,secondary,m,yes,low,FG,elected
31,JobCat11,divorced,secondary,m,yes,med,FG,eliminated
40,JobCat10,single,secondary,m,yes,med,FG,eliminated
33,JobCat6,married,tertiary,m,yes,med,FG,eliminated
28,JobCat8,married,tertiary,m,no,low,FG,elected
30,JobCat6,married,tertiary,m,yes,low,FG,elected
29,JobCat6,single,tertiary,m,yes,med,FG,eliminated
22,JobCat11,single,secondary,m,no,med,FG,eliminated
32,JobCat4,married,tertiary,m,yes,low,FG,elected
43,JobCat9,married,secondary,m,no,med,FG,eliminated
53,JobCat6,divorced,tertiary,m,no,low,FG,elected
32,JobCat3,married,secondary,m,no,low,FG,elected
37,JobCat9,married,tertiary,m,yes,med,FG,eliminated
29,JobCat11,single,secondary,m,no,med,FG,eliminated
34,JobCat7,single,secondary,m,yes,med,FG,eliminated
31,JobCat6,married,tertiary,m,yes,med,FG,eliminated
59,JobCat2,divorced,secondary,m,no,low,FG,elected
35,JobCat6,single,tertiary,m,no,med,FG,eliminated
31,JobCat6,single,tertiary,m,yes,med,FG,eliminated
33,JobCat3,single,secondary,f,yes,med,FG,eliminated
31,JobCat3,married,secondary,m,yes,med,FG,eliminated
32,JobCat6,single,tertiary,m,no,med,FG,eliminated
47,JobCat6,single,secondary,m,yes,med,FG,eliminated
45,JobCat6,married,primary,m,yes,low,FG,elected
26,JobCat7,married,secondary,m,yes,med,FG,eliminated
45,JobCat3,married,secondary,m,yes,low,FG,elected
25,JobCat7,single,secondary,m,yes,med,FG,eliminated
41,JobCat7,divorced,secondary,m,yes,med,FG,eliminated
28,JobCat8,single,tertiary,m,yes,med,FG,eliminated
40,JobCat6,married,tertiary,m,yes,med,FG,eliminated
53,JobCat9,married,tertiary,m,yes,med,FG,eliminated
30,JobCat11,single,secondary,m,yes,med,FG,eliminated
42,JobCat6,married,tertiary,m,yes,med,FG,eliminated
33,JobCat5,single,secondary,m,yes,low,FG,elected
52,JobCat11,married,primary,m,yes,med,FG,eliminated
43,JobCat3,married,secondary,m,no,med,FG,eliminated
33,JobCat3,married,primary,m,yes,med,FG,eliminated
28,JobCat6,single,tertiary,m,yes,med,FG,eliminated
24,JobCat6,married,tertiary,m,yes,med,FG,eliminated
33,JobCat6,married,secondary,m,yes,med,FG,eliminated
28,JobCat11,married,secondary,m,yes,med,FG,eliminated
36,JobCat9,married,secondary,m,yes,med,FG,eliminated
31,JobCat8,married,tertiary,m,yes,med,FG,eliminated
29,JobCat7,single,secondary,m,yes,med,FG,eliminated
57,JobCat2,married,secondary,m,yes,med,FG,eliminated
25,JobCat9,single,tertiary,m,yes,med,FG,eliminated
37,JobCat1,married,secondary,m,yes,med,FG,eliminated
42,JobCat6,married,tertiary,m,yes,med,FG,eliminated
31,JobCat7,married,secondary,m,yes,med,FG,eliminated
30,JobCat11,single,secondary,m,yes,med,FG,eliminated
41,JobCat3,married,secondary,m,yes,med,FG,eliminated
30,JobCat9,divorced,tertiary,m,no,med,FG,eliminated
31,JobCat3,married,primary,m,yes,low,FG,elected
33,JobCat7,single,secondary,m,yes,med,FG,eliminated
53,JobCat11,divorced,secondary,m,yes,med,FG,eliminated
43,JobCat3,married,secondary,m,yes,med,FG,eliminated
54,JobCat4,married,secondary,m,yes,med,FG,eliminated
47,JobCat9,married,secondary,m,no,low,FG,elected
33,JobCat4,married,tertiary,m,no,med,FG,eliminated
33,JobCat6,married,tertiary,m,no,med,FG,eliminated
33,JobCat7,married,secondary,m,yes,med,FG,eliminated
55,JobCat7,married,secondary,m,yes,med,FG,eliminated
30,JobCat6,married,tertiary,m,yes,med,FG,eliminated
28,JobCat6,married,tertiary,m,yes,med,FG,eliminated
28,JobCat9,single,secondary,m,yes,med,FG,eliminated
34,JobCat9,single,secondary,m,yes,med,FG,eliminated
37,JobCat3,single,secondary,m,yes,med,FG,eliminated
52,JobCat9,married,secondary,m,yes,med,FG,eliminated
51,JobCat3,married,primary,m,yes,med,FG,eliminated
35,JobCat6,married,tertiary,m,yes,med,FG,eliminated
42,JobCat3,married,secondary,m,yes,med,FG,eliminated
45,JobCat6,married,tertiary,m,yes,med,FG,eliminated
29,JobCat9,single,secondary,m,yes,low,FG,eliminated
41,JobCat3,married,secondary,m,yes,med,FG,eliminated
42,JobCat7,married,secondary,m,yes,med,FG,eliminated
44,JobCat3,married,primary,m,yes,low,FG,eliminated
35,JobCat6,divorced,tertiary,m,yes,med,FG,eliminated
56,JobCat6,married,tertiary,m,yes,med,FG,eliminated
35,JobCat9,single,secondary,m,yes,med,FG,eliminated
35,JobCat6,married,tertiary,m,yes,low,FG,elected
52,JobCat7,divorced,secondary,m,yes,med,FG,eliminated
49,JobCat6,married,tertiary,m,yes,med,FG,eliminated
53,JobCat8,married,secondary,m,yes,med,FG,eliminated
25,JobCat11,married,secondary,m,yes,low,FG,elected
40,JobCat7,married,secondary,m,yes,med,FG,eliminated
34,JobCat7,married,secondary,m,yes,med,FG,eliminated
53,JobCat4,divorced,tertiary,m,yes,med,FG,eliminated
33,JobCat7,married,secondary,m,yes,med,FG,eliminated
57,JobCat2,married,primary,m,yes,med,FG,eliminated
56,JobCat6,married,tertiary,m,yes,med,FG,eliminated
30,JobCat3,single,secondary,m,yes,med,FG,eliminated
35,JobCat9,divorced,secondary,m,yes,med,FG,eliminated
43,JobCat3,married,secondary,m,yes,med,FG,eliminated
40,JobCat6,married,tertiary,m,yes,med,FG,eliminated
40,JobCat6,divorced,tertiary,m,yes,med,FG,eliminated
31,JobCat11,married,tertiary,m,yes,med,FG,eliminated
25,JobCat4,married,unknown,m,yes,med,FG,eliminated
22,JobCat3,single,secondary,m,yes,med,FG,eliminated
30,JobCat3,single,secondary,m,yes,med,FG,eliminated
33,JobCat7,married,secondary,m,yes,med,FG,eliminated
53,JobCat3,married,secondary,m,yes,med,FG,eliminated
49,JobCat3,divorced,primary,m,yes,med,FG,eliminated
24,JobCat11,single,secondary,m,no,med,FG,eliminated
28,JobCat6,divorced,tertiary,m,yes,med,FG,eliminated
28,JobCat4,married,secondary,m,yes,med,FG,eliminated
44,JobCat4,married,secondary,m,yes,med,FG,eliminated
37,JobCat7,married,primary,m,no,med,FG,eliminated
32,JobCat11,married,secondary,m,yes,med,FG,eliminated
35,JobCat9,married,secondary,m,yes,med,FG,eliminated
26,JobCat3,married,primary,m,yes,med,FG,eliminated
21,JobCat7,married,secondary,m,yes,med,FG,eliminated
36,JobCat6,single,tertiary,m,yes,med,FG,eliminated
47,JobCat4,married,unknown,m,yes,med,FG,eliminated
31,JobCat11,married,secondary,m,yes,med,FG,eliminated
35,JobCat8,married,primary,m,yes,low,FG,eliminated
29,JobCat7,divorced,secondary,m,yes,med,FG,eliminated
51,JobCat8,married,primary,m,yes,low,FG,eliminated
32,JobCat4,married,tertiary,m,yes,med,FG,eliminated
42,JobCat6,married,primary,m,yes,med,FG,eliminated
27,JobCat10,single,tertiary,m,no,med,FG,eliminated
46,JobCat3,married,primary,m,yes,med,FG,eliminated
31,JobCat3,married,primary,m,yes,med,FG,eliminated
28,JobCat3,married,secondary,m,yes,med,FG,eliminated
34,JobCat6,single,tertiary,m,yes,low,FG,elected
36,JobCat9,single,secondary,m,yes,med,FG,eliminated
47,JobCat11,married,primary,m,yes,med,FG,eliminated
32,JobCat9,single,secondary,m,yes,med,FG,eliminated
33,JobCat3,married,secondary,m,yes,med,FG,eliminated
53,JobCat6,divorced,secondary,m,yes,med,FG,eliminated
28,JobCat9,single,tertiary,m,yes,med,FG,eliminated
47,JobCat3,married,secondary,m,yes,med,FG,eliminated
49,JobCat6,married,secondary,m,yes,med,FG,eliminated
32,JobCat7,divorced,secondary,m,yes,med,FG,eliminated
27,JobCat9,single,tertiary,m,yes,med,FG,eliminated
33,JobCat6,single,tertiary,m,yes,low,FG,elected
44,JobCat7,married,secondary,m,yes,med,FG,eliminated
32,JobCat4,single,secondary,m,yes,med,FG,eliminated
24,JobCat4,married,tertiary,m,yes,med,FG,eliminated
26,JobCat10,single,tertiary,m,yes,med,FG,eliminated
48,JobCat7,married,secondary,m,yes,med,FG,eliminated
30,JobCat9,divorced,secondary,m,yes,med,FG,eliminated
36,JobCat1,divorced,primary,m,yes,med,FG,eliminated
52,JobCat3,married,primary,m,yes,med,FG,eliminated
30,JobCat9,married,secondary,m,yes,med,FG,eliminated
47,JobCat8,married,tertiary,m,yes,med,FG,eliminated
33,JobCat3,divorced,primary,m,yes,med,FG,eliminated
34,JobCat7,married,tertiary,m,yes,med,FG,eliminated
33,JobCat6,single,tertiary,m,yes,med,FG,eliminated
28,JobCat3,married,secondary,m,yes,med,FG,eliminated
31,JobCat6,married,secondary,m,yes,med,FG,eliminated
52,JobCat6,divorced,tertiary,m,yes,med,FG,eliminated
35,JobCat9,married,secondary,m,yes,med,FG,eliminated
26,JobCat3,married,tertiary,m,yes,med,FG,eliminated
24,JobCat10,married,secondary,m,yes,med,FG,eliminated
41,JobCat3,married,primary,m,yes,med,FG,eliminated
46,JobCat3,married,primary,m,yes,med,FG,eliminated
48,JobCat4,divorced,secondary,m,yes,med,FG,eliminated
40,JobCat7,single,secondary,m,yes,med,FG,eliminated
51,JobCat6,divorced,tertiary,m,yes,med,FG,eliminated
29,JobCat3,single,secondary,m,yes,med,FG,eliminated
46,JobCat3,married,secondary,m,yes,low,FG,eliminated
37,JobCat10,married,primary,m,yes,med,FG,eliminated
36,JobCat9,single,secondary,m,yes,med,FG,eliminated
34,JobCat3,married,unknown,m,yes,med,FG,eliminated
33,JobCat9,single,tertiary,m,yes,med,FG,eliminated
29,JobCat8,single,secondary,m,yes,med,FG,eliminated
35,JobCat11,single,secondary,m,yes,med,FG,eliminated
48,JobCat6,married,secondary,m,yes,low,FG,eliminated
34,JobCat3,married,secondary,m,yes,med,FG,eliminated
23,JobCat7,married,secondary,m,yes,med,FG,eliminated
56,JobCat11,single,secondary,m,yes,low,FG,eliminated
29,JobCat6,single,tertiary,m,yes,med,FG,eliminated
25,JobCat3,married,secondary,m,yes,med,FG,eliminated
31,JobCat11,married,secondary,m,yes,med,FG,eliminated
27,JobCat11,single,tertiary,m,yes,med,FG,eliminated
33,JobCat9,married,secondary,m,yes,med,FG,eliminated
56,JobCat3,married,secondary,m,yes,med,FG,eliminated
33,JobCat9,divorced,secondary,m,yes,med,FG,eliminated
32,JobCat9,single,secondary,m,no,med,FG,eliminated
30,JobCat3,single,secondary,m,yes,med,FG,eliminated
42,JobCat3,married,primary,m,yes,med,FG,eliminated
25,JobCat9,single,secondary,m,yes,med,FG,eliminated
41,JobCat7,single,primary,m,yes,med,FG,eliminated
34,JobCat11,single,secondary,m,yes,low,FG,eliminated
37,JobCat6,married,tertiary,m,yes,med,FG,eliminated
28,JobCat11,married,secondary,m,yes,med,FG,eliminated
34,JobCat6,single,tertiary,m,yes,med,FG,eliminated
33,JobCat7,single,secondary,m,yes,med,FG,eliminated
44,JobCat3,divorced,primary,m,yes,med,FG,eliminated
30,JobCat3,married,secondary,m,yes,med,FG,eliminated
28,JobCat7,single,secondary,m,yes,low,FG,elected
31,JobCat7,single,secondary,m,yes,med,FG,eliminated
35,JobCat6,married,tertiary,m,yes,med,FG,eliminated
58,JobCat6,married,primary,m,yes,med,FG,eliminated
44,JobCat9,married,secondary,m,yes,med,FG,eliminated
37,JobCat9,married,secondary,m,yes,med,FG,eliminated
54,JobCat6,divorced,tertiary,m,yes,med,FG,eliminated
57,JobCat6,married,tertiary,m,yes,med,FG,eliminated
41,JobCat7,single,secondary,m,yes,med,FG,eliminated
35,JobCat3,married,primary,m,yes,med,FG,eliminated
51,JobCat4,married,secondary,m,yes,med,FG,eliminated
32,JobCat9,divorced,secondary,m,yes,med,FG,eliminated
56,JobCat7,divorced,secondary,m,yes,med,FG,eliminated
42,JobCat3,married,secondary,m,yes,med,FG,eliminated
50,JobCat3,married,secondary,m,yes,med,FG,eliminated
46,JobCat6,married,secondary,m,yes,med,FG,eliminated
43,JobCat3,single,primary,m,yes,med,FG,eliminated
53,JobCat3,married,secondary,m,yes,med,FG,eliminated
28,JobCat4,married,secondary,f,yes,med,FG,eliminated
58,JobCat3,married,unknown,m,yes,med,FG,eliminated
30,JobCat3,married,secondary,m,yes,med,FG,eliminated
23,JobCat7,married,secondary,m,yes,med,FG,eliminated
26,JobCat7,married,secondary,m,yes,med,FG,eliminated
32,JobCat6,married,tertiary,m,no,low,FG,elected
29,JobCat9,single,secondary,m,no,med,FG,eliminated
44,JobCat6,married,tertiary,m,no,med,FG,eliminated
30,JobCat3,single,primary,m,yes,low,FG,elected
35,JobCat6,divorced,tertiary,f,yes,med,FG,eliminated
23,JobCat3,single,primary,m,yes,med,FG,eliminated
50,JobCat8,single,secondary,m,yes,med,FG,eliminated
34,JobCat3,married,primary,m,yes,med,FG,eliminated
43,JobCat6,married,tertiary,m,yes,low,FG,elected
29,JobCat6,single,tertiary,m,yes,med,FG,eliminated
53,JobCat11,divorced,secondary,m,yes,med,FG,eliminated
45,JobCat3,married,secondary,m,yes,med,FG,eliminated
42,JobCat11,single,secondary,m,yes,med,FG,eliminated
33,JobCat3,single,secondary,m,yes,med,FG,eliminated
46,JobCat3,married,secondary,m,yes,med,FG,eliminated
36,JobCat8,divorced,tertiary,m,no,med,FG,eliminated
58,JobCat6,married,tertiary,m,yes,med,FG,eliminated
26,JobCat11,married,secondary,m,yes,high,FG,eliminated
43,unknown,married,secondary,m,yes,high,FG,eliminated
24,JobCat7,single,secondary,m,yes,high,FG,eliminated
43,JobCat6,married,tertiary,m,yes,high,FG,eliminated
32,JobCat9,single,secondary,m,yes,high,FG,eliminated
51,JobCat6,married,tertiary,m,yes,high,FG,eliminated
29,JobCat3,married,secondary,m,yes,high,FG,eliminated
35,JobCat10,single,secondary,m,yes,high,FG,eliminated
26,JobCat11,single,secondary,m,yes,high,FG,eliminated
35,JobCat3,married,secondary,m,yes,high,FG,eliminated
40,JobCat11,married,secondary,m,yes,high,FG,eliminated
35,JobCat6,married,tertiary,m,yes,high,FG,eliminated
31,JobCat9,married,secondary,m,yes,low,FG,elected
28,JobCat9,single,tertiary,m,yes,high,FG,eliminated
31,JobCat9,divorced,tertiary,m,no,high,FG,eliminated
27,JobCat8,married,tertiary,m,yes,high,FG,eliminated
45,JobCat7,divorced,secondary,m,yes,high,FG,eliminated
48,JobCat6,married,tertiary,m,no,low,FG,eliminated
30,JobCat11,single,secondary,m,yes,high,FG,eliminated
43,JobCat11,divorced,secondary,m,yes,high,FG,eliminated
52,JobCat6,married,tertiary,m,yes,high,FG,eliminated
50,JobCat3,married,secondary,m,yes,high,FG,eliminated
32,JobCat3,single,primary,m,yes,high,FG,eliminated
40,JobCat11,divorced,unknown,m,yes,high,FG,eliminated
40,JobCat11,divorced,secondary,m,yes,high,FG,eliminated
43,JobCat6,married,tertiary,m,yes,low,FG,eliminated
37,JobCat11,single,secondary,m,yes,high,FG,eliminated
29,JobCat6,married,tertiary,m,yes,high,FG,eliminated
37,JobCat11,single,secondary,m,yes,high,FG,eliminated
53,JobCat9,married,tertiary,m,no,high,FG,eliminated
45,JobCat8,married,secondary,m,yes,high,FG,eliminated
56,JobCat11,divorced,unknown,m,yes,high,FG,eliminated
56,JobCat9,married,secondary,m,yes,high,FG,eliminated
36,JobCat3,single,primary,m,yes,high,FG,eliminated
32,JobCat6,single,tertiary,m,yes,high,FG,eliminated
59,JobCat8,married,tertiary,m,yes,high,FG,eliminated
56,JobCat6,married,tertiary,m,yes,high,FG,eliminated
57,JobCat9,married,secondary,m,yes,high,FG,eliminated
58,JobCat9,married,secondary,m,yes,high,FG,eliminated
54,JobCat4,married,unknown,m,yes,high,FG,eliminated
48,JobCat6,divorced,tertiary,m,yes,high,FG,eliminated
30,JobCat3,single,secondary,m,yes,high,FG,eliminated
50,JobCat9,married,secondary,m,yes,high,FG,eliminated
44,JobCat9,married,secondary,m,yes,high,FG,eliminated
37,JobCat3,married,secondary,m,yes,high,FG,eliminated
49,JobCat7,married,secondary,m,yes,high,FG,eliminated
21,JobCat3,single,secondary,m,yes,high,FG,eliminated
53,JobCat11,married,primary,m,yes,high,FG,eliminated
40,JobCat6,married,secondary,m,yes,high,FG,eliminated
34,JobCat7,married,secondary,m,yes,high,FG,eliminated
51,JobCat6,divorced,secondary,m,yes,high,FG,eliminated
44,JobCat9,married,secondary,m,yes,high,FG,eliminated
29,JobCat6,single,secondary,m,yes,high,FG,eliminated
51,JobCat3,divorced,secondary,m,yes,high,FG,eliminated
45,JobCat7,married,secondary,m,yes,high,FG,eliminated
41,JobCat2,single,primary,m,no,high,FG,eliminated
50,JobCat9,married,unknown,m,yes,high,FG,eliminated
42,JobCat6,married,tertiary,m,yes,high,FG,eliminated
36,JobCat3,single,secondary,m,yes,high,FG,eliminated
34,JobCat3,married,secondary,m,yes,low,FG,eliminated
44,JobCat11,married,secondary,f,yes,high,FG,eliminated
46,JobCat3,single,secondary,m,yes,high,FG,eliminated
35,JobCat3,married,primary,m,yes,low,FG,elected
40,JobCat1,single,primary,m,yes,high,FG,eliminated
42,JobCat6,married,tertiary,m,yes,low,FG,elected
41,JobCat3,married,primary,m,yes,high,FG,eliminated
35,JobCat3,divorced,secondary,m,yes,low,FG,elected
45,JobCat9,married,secondary,m,no,high,FG,eliminated
52,JobCat3,married,secondary,m,yes,high,FG,eliminated
57,JobCat6,married,tertiary,m,yes,low,FG,elected
32,JobCat9,single,secondary,m,yes,high,FG,eliminated
46,JobCat4,married,secondary,m,yes,high,FG,eliminated
30,JobCat3,married,primary,m,yes,high,FG,eliminated
40,JobCat9,single,secondary,m,yes,high,FG,eliminated
56,JobCat6,married,tertiary,m,yes,high,FG,eliminated
34,JobCat3,married,secondary,m,yes,high,FG,eliminated
34,JobCat6,single,tertiary,m,yes,high,FG,eliminated
40,JobCat6,single,tertiary,m,yes,high,FG,eliminated
40,JobCat3,married,secondary,m,yes,high,FG,eliminated
40,JobCat7,married,unknown,m,yes,high,FG,eliminated
37,JobCat9,single,secondary,m,yes,high,FG,eliminated
49,JobCat3,married,secondary,m,yes,high,FG,eliminated
46,JobCat11,divorced,secondary,m,yes,high,FG,eliminated
48,JobCat11,married,unknown,m,yes,high,FG,eliminated
32,JobCat3,married,secondary,m,yes,high,FG,eliminated
35,JobCat11,married,secondary,m,yes,low,FG,elected
46,JobCat6,married,tertiary,m,yes,high,FG,eliminated
26,JobCat7,single,secondary,m,yes,high,FG,eliminated
35,JobCat6,single,tertiary,m,yes,high,FG,eliminated
29,JobCat5,single,tertiary,m,yes,high,FG,eliminated
44,JobCat6,married,secondary,m,yes,low,FG,eliminated
36,JobCat9,divorced,secondary,m,yes,high,FG,eliminated
57,JobCat9,divorced,primary,m,yes,high,FG,eliminated
29,JobCat3,divorced,secondary,m,yes,high,FG,eliminated
55,JobCat6,divorced,tertiary,m,yes,low,FG,eliminated
48,JobCat11,married,secondary,m,yes,low,FG,eliminated
34,JobCat9,divorced,secondary,m,yes,high,FG,eliminated
50,JobCat6,married,tertiary,m,yes,high,FG,eliminated
56,JobCat3,single,primary,m,yes,low,FG,eliminated
29,JobCat1,single,secondary,m,yes,high,FG,eliminated
41,JobCat9,married,secondary,m,yes,high,FG,eliminated
45,JobCat6,divorced,tertiary,m,yes,high,FG,eliminated
40,JobCat3,married,secondary,m,yes,high,FG,eliminated
47,JobCat2,married,primary,m,no,low,FG,eliminated
43,JobCat3,married,secondary,m,yes,high,FG,eliminated
34,JobCat9,married,secondary,m,yes,high,FG,eliminated
42,JobCat6,married,tertiary,m,yes,high,FG,eliminated
34,JobCat3,married,primary,m,yes,high,FG,eliminated
30,JobCat3,married,secondary,m,yes,low,FG,eliminated
32,JobCat11,married,secondary,m,yes,high,FG,eliminated
44,JobCat9,single,secondary,m,yes,high,FG,eliminated
37,JobCat7,married,primary,m,yes,high,FG,eliminated
41,JobCat3,married,secondary,m,yes,low,FG,eliminated
32,JobCat11,divorced,secondary,m,yes,high,FG,eliminated
42,JobCat7,married,secondary,m,yes,high,FG,eliminated
42,JobCat11,divorced,secondary,m,no,high,FG,eliminated
34,JobCat9,married,secondary,m,yes,high,FG,eliminated
45,JobCat3,married,primary,m,yes,low,FG,eliminated
54,JobCat4,married,primary,m,yes,low,FG,eliminated
36,JobCat7,married,secondary,m,yes,high,FG,eliminated
40,JobCat3,married,secondary,m,yes,high,FG,eliminated
47,JobCat9,married,secondary,m,yes,high,FG,eliminated
34,JobCat9,married,secondary,m,yes,high,FG,eliminated
50,JobCat11,married,secondary,m,yes,high,FG,eliminated
33,JobCat6,divorced,tertiary,m,yes,low,FG,elected
54,JobCat6,married,tertiary,m,yes,high,FG,eliminated
27,JobCat3,married,secondary,m,yes,high,FG,eliminated
27,JobCat9,divorced,secondary,m,yes,high,FG,eliminated
34,JobCat4,single,secondary,m,yes,high,FG,eliminated
33,JobCat5,single,tertiary,m,yes,high,FG,eliminated
28,JobCat5,single,secondary,m,yes,high,FG,eliminated
30,JobCat9,married,secondary,m,yes,high,FG,eliminated
40,JobCat1,married,primary,m,yes,high,FG,eliminated
37,JobCat11,married,secondary,m,yes,high,FG,eliminated
31,JobCat7,married,secondary,m,yes,high,FG,eliminated
45,JobCat6,divorced,tertiary,m,yes,high,FG,eliminated
35,JobCat11,divorced,secondary,m,yes,high,FG,eliminated
43,JobCat7,divorced,unknown,m,yes,high,FG,eliminated
55,JobCat11,married,tertiary,m,yes,high,FG,eliminated
28,JobCat3,divorced,primary,m,yes,high,FG,eliminated
40,JobCat3,married,primary,m,yes,high,FG,eliminated
31,JobCat3,married,secondary,m,no,high,FG,eliminated
